COMPONENT SECTION,MATERIAL,SIZE,STOCK CODE,STOCK DESCRIPTION,AverageBuyingPrice
INSULATOR CONNECTION,STAINLESS STEEL,M10x12,OSS1012-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M10 X 12MM MACHINE SHOP,0.098
INSULATOR CONNECTION,A4 STAINLESS STEEL,M10x12,OSS1012/A4-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M10 X 12MM A4 MACHINE SHOP,0.32
INSULATOR CONNECTION,PHOSPHOR BRONZE,M10x40,ERD01-M,PHOSPHOR BRONZE COUPLING DOWEL M10 X 40MM MACHINE SHOP,0.38034
INSULATOR CONNECTION,STAINLESS STEEL,M10x40,ERD16-M,STAINLESS STEEL COUPLING DOWEL M10 X 40MM MACHINE SHOP,0.26
INSULATOR CONNECTION,A4 STAINLESS STEEL,M10x40,ERD16/A4-M,A4 STAINLESS STEEL COUPLING DOWEL M10 X 40MM MACHINE SHOP,0.74
INSULATOR CONNECTION,BRASS,M10x40,ATB1040-M,BRASS ALL THREAD M10 X 40 MACHINE SHOP,0.275
INSULATOR CONNECTION,PHOSPHOR BRONZE,M10,OWP10-M,FLAT WASHER PHOSPHOR BRONZE M10 MACHINE SHOP,0.08456
INSULATOR CONNECTION,PHOSPHOR BRONZE,M10,ONP10-M,HEXAGON FULL NUT NAVAL BRASS PHOSPHOR BRONZE PLATED M10 - MACHINE SHOP,0.14319
INSULATOR CONNECTION,STAINLESS STEEL,M10,OWS10-M,FLAT WASHER STAINLESS STEEL M10 MACHINE SHOP,0.008
INSULATOR CONNECTION,STAINLESS STEEL,M10,ONS10-M,HEXAGON FULL NUT STAINLESS STEEL M10 MACHINE SHOP,0.032
INSULATOR CONNECTION,A4 STAINLESS STEEL,M10,OWS10/A4-M,A4 STAINLESS STEEL FLAT WASHER M10 MACHINE SHOP,0.021
INSULATOR CONNECTION,A4 STAINLESS STEEL,M10,ONS10/A4-M,A4 STAINLESS STEEL HEXAGON FULL NUT M10 MACHINE SHOP,0.092
INSULATOR CONNECTION,BRASS,M10,OWB10-M,FLAT WASHER BRASS M10 MACHINE SHOP,0.0366
INSULATOR CONNECTION,BRASS,M10,ONB10-M,HEXAGON FULL NUT BRASS M10 MACHINE SHOP,0.115
INSULATOR CONNECTION,BZP,M10,OWBZP10-M,M10 BRIGHT ZINC PLATED WASHER MACHINE SHOP,0.008
INSULATOR CONNECTION,BZP,M10,ONBZP10-M,HEXAGON FULL NUT ZINC PLATED STEEL M10 - MACHINE SHOP,0.019
TERMINATION CONNECTION,PHOSPHOR BRONZE,M10,OSP1035-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M10 X 35MM MACHINE SHOP,0.60431
TERMINATION CONNECTION,PHOSPHOR BRONZE,M10,OSP1040-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M10 X 40MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M10,OSP1050-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M10 X 50MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M10,OSP1060-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M10 X 60MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M10,OTP10-M,SPRING WASHER PHOSPHOR BRONZE M10 MACHINE SHOP,0.047
TERMINATION CONNECTION,PHOSPHOR BRONZE,M10,OWP10-M,FLAT WASHER PHOSPHOR BRONZE M10 MACHINE SHOP,0.08456
TERMINATION CONNECTION,PHOSPHOR BRONZE,M10,ONP10-M,HEXAGON FULL NUT NAVAL BRASS PHOSPHOR BRONZE PLATED M10 - MACHINE SHOP,0.14319
TERMINATION CONNECTION,BRASS,M10,OSB1035-M,HEXAGON HEAD SET SCREW BRASS M10 X 35MM MACHINE SHOP,0.42172
TERMINATION CONNECTION,BRASS,M10,OSB1040-M,HEXAGON HEAD SET SCREW BRASS M10 X 40MM MACHINE SHOP,0.81
TERMINATION CONNECTION,BRASS,M10,OSB1050-M,HEXAGON HEAD SET SCREW BRASS M10 X 50MM MACHINE SHOP,0.7275
TERMINATION CONNECTION,BRASS,M10,OSB1060-M,HEXAGON HEAD SET SCREW BRASS M10 X 60MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS (PB),M10,OTP10-M,SPRING WASHER PHOSPHOR BRONZE M10 MACHINE SHOP,0.047
TERMINATION CONNECTION,BRASS,M10,OWB10-M,FLAT WASHER BRASS M10 MACHINE SHOP,0.0366
TERMINATION CONNECTION,BRASS,M10,ONB10-M,HEXAGON FULL NUT BRASS M10 MACHINE SHOP,0.115
TERMINATION CONNECTION,STAINLESS STEEL,M10,OSS1035-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M10 X 35MM MACHINE SHOP,0.1105
TERMINATION CONNECTION,STAINLESS STEEL,M10,OSS1040-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M10 X 40MM MACHINE SHOP,0.18
TERMINATION CONNECTION,STAINLESS STEEL,M10,OSS1050-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M10 X 50MM MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M10,OSS1060-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M10 X 60MM MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M10,OTS10-M,SPRING WASHER STAINLESS STEEL M10 MACHINE SHOP,0.008
TERMINATION CONNECTION,STAINLESS STEEL,M10,OWS10-M,FLAT WASHER STAINLESS STEEL M10 MACHINE SHOP,0.008
TERMINATION CONNECTION,STAINLESS STEEL,M10,ONS10-M,HEXAGON FULL NUT STAINLESS STEEL M10 MACHINE SHOP,0.032
TERMINATION CONNECTION,A4 STAINLESS STEEL,M10,OSS1035/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M10 X 35MM - MACHINE SHOP,0.2079
TERMINATION CONNECTION,A4 STAINLESS STEEL,M10,OSS1040/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M10 X 40MM - MACHINE SHOP,0.2298
TERMINATION CONNECTION,A4 STAINLESS STEEL,M10,OSS1050/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M10 X 50MM - MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M10,OSS1060/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M10 X 60MM - MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M10,OTS10/A4-M,A4 SPRING WASHER STAINLESS STEEL M10 OBLONG SECTION MACHINE SHOP,0.021
TERMINATION CONNECTION,A4 STAINLESS STEEL,M10,OWS10/A4-M,A4 STAINLESS STEEL FLAT WASHER M10 MACHINE SHOP,0.021
TERMINATION CONNECTION,A4 STAINLESS STEEL,M10,ONS10/A4-M,A4 STAINLESS STEEL HEXAGON FULL NUT M10 MACHINE SHOP,0.092
TERMINATION CONNECTION,BZP,M10,OSBZP1035-M,M10 X 35MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,0.065
TERMINATION CONNECTION,BZP,M10,OSBZP1040-M,M10 X 40MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,
TERMINATION CONNECTION,BZP,M10,OSBZP1050-M,M10 X 50MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,
TERMINATION CONNECTION,BZP,M10,OSBZP1060-M,M10 X 60MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,
TERMINATION CONNECTION,BZP,M10,OTBZP10-M,SPRING WASHER BRIGHT ZINC PLATED M10 MACHINE SHOP,0.00921
TERMINATION CONNECTION,BZP,M10,OWBZP10-M,M10 BRIGHT ZINC PLATED WASHER MACHINE SHOP,0.008
TERMINATION CONNECTION,BZP,M10,ONBZP10-M,HEXAGON FULL NUT ZINC PLATED STEEL M10 - MACHINE SHOP,0.019
TERMINATION CONNECTION,BRASS NICKEL PLATED,M10,OSB1035NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M10 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M10,OSB1040NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M10 X 40MM MACHINE SHOP,0.88
TERMINATION CONNECTION,BRASS NICKEL PLATED,M10,OSB1050NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M10 X 50MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M10,OSB1060NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M10 X 60MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M10,OTP10NP-M,SPRING WASHER PHOSPHOR BRONZE NICKEL PLATED M10 MACHINE SHOP,0.09
TERMINATION CONNECTION,BRASS NICKEL PLATED,M10,OWB10NP-M,FLAT WASHER BRASS NICKEL PLATED M10 MACHINE SHOP,0.08
TERMINATION CONNECTION,BRASS NICKEL PLATED,M10,ONB10NP-M,HEXAGON FULL NUT BRASS NICKEL PLATED M10 MACHINE SHOP,0.19
TERMINATION CONNECTION,PHOSPHOR BRONZE,M6,OSP0635-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M6 X 35MM MACHINE SHOP,0.599
TERMINATION CONNECTION,PHOSPHOR BRONZE,M6,OTP06-M,SPRING WASHER PHOSPHOR BRONZE M6 MACHINE SHOP,0.046
TERMINATION CONNECTION,PHOSPHOR BRONZE,M6,OWP06-M,FLAT WASHER PHOSPHOR BRONZE M6 MACHINE SHOP,0.046
TERMINATION CONNECTION,PHOSPHOR BRONZE,M6,ONP06-M,HEXAGON FULL NUT NAVAL BRASS PHOSPHOR BRONZE PLATED M6 - MACHINE SHOP,0.563
TERMINATION CONNECTION,BRASS,M6,OSB0635-M,HEXAGON HEAD SET SCREW BRASS M6 X 35MM MACHINE SHOP,0.19
TERMINATION CONNECTION,BRASS (PB),M6,OTP06-M,SPRING WASHER PHOSPHOR BRONZE M6 MACHINE SHOP,0.046
TERMINATION CONNECTION,BRASS,M6,OWB06-M,FLAT WASHER BRASS M6 MACHINE SHOP,0.012
TERMINATION CONNECTION,BRASS,M6,ONB06-M,HEXAGON FULL NUT BRASS M6 MACHINE SHOP,0.025
TERMINATION CONNECTION,STAINLESS STEEL,M6,OSS0635-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M6 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M6,OTS06-M,SPRING WASHER STAINLESS STEEL M6 MACHINE SHOP,0.0045
TERMINATION CONNECTION,STAINLESS STEEL,M6,OWS06-M,FLAT WASHER STAINLESS STEEL M6 MACHINE SHOP,0.00012
TERMINATION CONNECTION,STAINLESS STEEL,M6,ONS06-M,HEXAGON FULL NUT STAINLESS STEEL M6 MACHINE SHOP,0.011
TERMINATION CONNECTION,A4 STAINLESS STEEL,M6,OSS0635/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M6 X 35MM - MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M6,OTS06/A4-M,A4 SPRING WASHER STAINLESS STEEL M6 OBLONG SECTION MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M6,OWS06/A4-M,A4 STAINLESS STEEL FLAT WASHER M6 MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M6,ONS06/A4-M,A4 STAINLESS STEEL HEXAGON FULL NUT M6 MACHINE SHOP,
TERMINATION CONNECTION,BZP,M6,OSBZP0635-M,M6 X 35MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,0.2
TERMINATION CONNECTION,BZP,M6,OTBZP06-M,SPRING WASHER BRIGHT ZINC PLATED M6 MACHINE SHOP,0.05
TERMINATION CONNECTION,BZP,M6,OWBZP06-M,M6 BRIGHT ZINC PLATED WASHER MACHINE SHOP,0.004
TERMINATION CONNECTION,BZP,M6,ONBZP06-M,HEXAGON FULL NUT ZINC PLATED STEEL M6 - MACHINE SHOP,0.1
TERMINATION CONNECTION,BRASS NICKEL PLATED,M6,OSB0635NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M6 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M6,OTP06NP-M,SPRING WASHER PHOSPHOR BRONZE NICKEL PLATED M6 MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M6,OWB06NP-M,FLAT WASHER BRASS NICKEL PLATED M6 MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M6,ONB06NP-M,HEXAGON FULL NUT BRASS NICKEL PLATED M6 MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M8,OSP0835-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M8 X 35MM MACHINE SHOP,0.365
TERMINATION CONNECTION,PHOSPHOR BRONZE,M8,OTP08-M,SPRING WASHER PHOSPHOR BRONZE M8 MACHINE SHOP,0.03
TERMINATION CONNECTION,PHOSPHOR BRONZE,M8,OWP08-M,FLAT WASHER PHOSPHOR BRONZE M8 MACHINE SHOP,0.09
TERMINATION CONNECTION,PHOSPHOR BRONZE,M8,ONP08-M,HEXAGON FULL NUT NAVAL BRASS PHOSPHOR BRONZE PLATED M8 - MACHINE SHOP,0.39
TERMINATION CONNECTION,BRASS,M8,OSB0835-M,HEXAGON HEAD SET SCREW BRASS M8 X 35MM MACHINE SHOP,0.55
TERMINATION CONNECTION,BRASS (PB),M8,OTP08-M,SPRING WASHER PHOSPHOR BRONZE M8 MACHINE SHOP,0.03
TERMINATION CONNECTION,BRASS,M8,OWB08-M,FLAT WASHER BRASS M8 MACHINE SHOP,0.00249
TERMINATION CONNECTION,BRASS,M8,ONB08-M,HEXAGON FULL NUT BRASS M8 MACHINE SHOP,0.0811
TERMINATION CONNECTION,STAINLESS STEEL,M8,OSS0835-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M8 X 35MM MACHINE SHOP,0.07
TERMINATION CONNECTION,STAINLESS STEEL,M8,OTS08-M,SPRING WASHER STAINLESS STEEL M8 MACHINE SHOP,0.005
TERMINATION CONNECTION,STAINLESS STEEL,M8,OWS08-M,FLAT WASHER STAINLESS STEEL M8 MACHINE SHOP,0.00673
TERMINATION CONNECTION,STAINLESS STEEL,M8,ONS08-M,HEXAGON FULL NUT STAINLESS STEEL M8 MACHINE SHOP,0.01992
TERMINATION CONNECTION,A4 STAINLESS STEEL,M8,OSS0835/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M8 X 35MM - MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M8,OTS08/A4-M,A4 SPRING WASHER STAINLESS STEEL M8 OBLONG SECTION MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M8,OWS08/A4-M,A4 STAINLESS STEEL FLAT WASHER M8 MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M8,ONS08/A4-M,A4 STAINLESS STEEL HEXAGON FULL NUT M8 MACHINE SHOP,
TERMINATION CONNECTION,BZP,M8,OSBZP0835-M,M8 X 35MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,0.07
TERMINATION CONNECTION,BZP,M8,OTBZP08-M,SPRING WASHER BRIGHT ZINC PLATED M8 MACHINE SHOP,0.02
TERMINATION CONNECTION,BZP,M8,OWBZP08-M,M8 BRIGHT ZINC PLATED WASHER MACHINE SHOP,0.01
TERMINATION CONNECTION,BZP,M8,ONBZP08-M,HEXAGON FULL NUT ZINC PLATED STEEL M8 - MACHINE SHOP,0.03
TERMINATION CONNECTION,BRASS NICKEL PLATED,M8,OSB0835NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M8 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M8,OTP08NP-M,SPRING WASHER PHOSPHOR BRONZE NICKEL PLATED M8 MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M8,OWB08NP-M,FLAT WASHER BRASS NICKEL PLATED M8 MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M8,ONB08NP-M,HEXAGON FULL NUT BRASS NICKEL PLATED M8 MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M12,OSP1235-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M12 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M12,OSP1240-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M12 X 40MM MACHINE SHOP,0
TERMINATION CONNECTION,PHOSPHOR BRONZE,M12,OSP1250-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M12 X 50MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M12,OSP1260-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M12 X 60MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M12,OTP12-M,SPRING WASHER PHOSPHOR BRONZE M12 MACHINE SHOP,0.064
TERMINATION CONNECTION,PHOSPHOR BRONZE,M12,OWP12-M,FLAT WASHER PHOSPHOR BRONZE M12 MACHINE SHOP,0.18
TERMINATION CONNECTION,PHOSPHOR BRONZE,M12,ONP12-M,HEXAGON FULL NUT NAVAL BRASS PHOSPHOR BRONZE PLATED M12 - MACHINE SHOP,0.94
TERMINATION CONNECTION,BRASS,M12,OSB1235-M,HEXAGON HEAD SET SCREW BRASS M12 X 35MM MACHINE SHOP,0.64
TERMINATION CONNECTION,BRASS,M12,OSB1240-M,HEXAGON HEAD SET SCREW BRASS M12 X 40MM MACHINE SHOP,0.6
TERMINATION CONNECTION,BRASS,M12,OSB1250-M,HEXAGON HEAD SET SCREW BRASS M12 X 50MM MACHINE SHOP,0.79
TERMINATION CONNECTION,BRASS,M12,OSB1260-M,HEXAGON HEAD SET SCREW BRASS M12 X 60MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS (PB),M12,OTP12-M,SPRING WASHER PHOSPHOR BRONZE M12 MACHINE SHOP,0.064
TERMINATION CONNECTION,BRASS,M12,OWB12-M,FLAT WASHER BRASS M12 MACHINE SHOP,0.16
TERMINATION CONNECTION,BRASS,M12,ONB12-M,HEXAGON FULL NUT BRASS M12 MACHINE SHOP,0.23
TERMINATION CONNECTION,STAINLESS STEEL,M12,OSS1235-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M12 X 35MM MACHINE SHOP,0
TERMINATION CONNECTION,STAINLESS STEEL,M12,OSS1240-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M12 X 40MM MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M12,OSS1250-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M12 X 50MM MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M12,OSS1260-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M12 X 60MM MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M12,OTS12-M,SPRING WASHER STAINLESS STEEL M12 MACHINE SHOP,0.011
TERMINATION CONNECTION,STAINLESS STEEL,M12,OWS12-M,FLAT WASHER STAINLESS STEEL M12 MACHINE SHOP,0.0125
TERMINATION CONNECTION,STAINLESS STEEL,M12,ONS12-M,HEXAGON FULL NUT STAINLESS STEEL M12 MACHINE SHOP,0.049
TERMINATION CONNECTION,A4 STAINLESS STEEL,M12,OSS1235/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M12 X 35MM - MACHINE SHOP,0.32
TERMINATION CONNECTION,A4 STAINLESS STEEL,M12,OSS1240/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M12 X 40MM - MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M12,OSS1250/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M12 X 50MM - MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M12,OSS1260/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M12 X 60MM - MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M12,OTS12/A4-M,A4 SPRING WASHER STAINLESS STEEL M12 OBLONG SECTION MACHINE SHOP,0.034
TERMINATION CONNECTION,A4 STAINLESS STEEL,M12,OWS12/A4-M,A4 STAINLESS STEEL FLAT WASHER M12 MACHINE SHOP,0.048
TERMINATION CONNECTION,A4 STAINLESS STEEL,M12,ONS12/A4-M,A4 STAINLESS STEEL HEXAGON FULL NUT M12 MACHINE SHOP,0.185
TERMINATION CONNECTION,BZP,M12,OSBZP1235-M,M12 X 35MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,
TERMINATION CONNECTION,BZP,M12,OSBZP1240-M,M12 X 40MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,
TERMINATION CONNECTION,BZP,M12,OSBZP1250-M,M12 X 50MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,
TERMINATION CONNECTION,BZP,M12,OSBZP1260-M,M12 X 60MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,
TERMINATION CONNECTION,BZP,M12,OTBZP12-M,SPRING WASHER BRIGHT ZINC PLATED M12 MACHINE SHOP,
TERMINATION CONNECTION,BZP,M12,OWBZP12-M,M12 BRIGHT ZINC PLATED WASHER MACHINE SHOP,
TERMINATION CONNECTION,BZP,M12,ONBZP12-M,HEXAGON FULL NUT ZINC PLATED STEEL M12 - MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M12,OSB1235NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M12 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M12,OSB1240NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M12 X 40MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M12,OSB1250NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M12 X 50MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M12,OSB1260NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M12 X 60MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M12,OTP12NP-M,SPRING WASHER PHOSPHOR BRONZE NICKEL PLATED M12 MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M12,OWB12NP-M,FLAT WASHER BRASS NICKEL PLATED M12 MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M12,ONB12NP-M,HEXAGON FULL NUT BRASS NICKEL PLATED M12 MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M4,OSP0435-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M4 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M4,OTP04-M,SPRING WASHER PHOSPHOR BRONZE M4 MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M4,OWP04-M,FLAT WASHER PHOSPHOR BRONZE M4 MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M4,ONP04-M,HEXAGON FULL NUT NAVAL BRASS PHOSPHOR BRONZE PLATED M4 - MACHINE SHOP,
TERMINATION CONNECTION,BRASS,M4,OSB0435-M,HEXAGON HEAD SET SCREW BRASS M4 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS (PB),M4,OTP04-M,SPRING WASHER PHOSPHOR BRONZE M4 MACHINE SHOP,
TERMINATION CONNECTION,BRASS,M4,OWB04-M,FLAT WASHER BRASS M4 MACHINE SHOP,
TERMINATION CONNECTION,BRASS,M4,ONB04-M,HEXAGON FULL NUT BRASS M4 MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M4,OSS0435-M,HEXAGON HEAD SET SCREW STAINLESS STEEL M4 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M4,OTS04-M,SPRING WASHER STAINLESS STEEL M4 MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M4,OWS04-M,FLAT WASHER STAINLESS STEEL M4 MACHINE SHOP,
TERMINATION CONNECTION,STAINLESS STEEL,M4,ONS04-M,HEXAGON FULL NUT STAINLESS STEEL M4 MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M4,OSS0435/A4-M,A4  STAINLESS STEEL HEXAGON HEAD SET SCREW M4 X 35MM - MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M4,OTS04/A4-M,A4 SPRING WASHER STAINLESS STEEL M4 OBLONG SECTION MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M4,OWS04/A4-M,A4 STAINLESS STEEL FLAT WASHER M4 MACHINE SHOP,
TERMINATION CONNECTION,A4 STAINLESS STEEL,M4,ONS04/A4-M,A4 STAINLESS STEEL HEXAGON FULL NUT M4 MACHINE SHOP,
TERMINATION CONNECTION,BZP,M4,OSBZP0435-M,M4 X 35MM ZINC PLATED STEEL HEX HEAD SETSCREW MACHINE SHOP,
TERMINATION CONNECTION,BZP,M4,OTBZP04-M,SPRING WASHER BRIGHT ZINC PLATED M4 MACHINE SHOP,
TERMINATION CONNECTION,BZP,M4,OWBZP04-M,M4 BRIGHT ZINC PLATED WASHER MACHINE SHOP,
TERMINATION CONNECTION,BZP,M4,ONBZP04-M,HEXAGON FULL NUT ZINC PLATED STEEL M4 - MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M4,OSB0435NP-M,HEXAGON HEAD SET SCREW BRASS NICKEL PLATED M4 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M4,OTP04NP-M,SPRING WASHER PHOSPHOR BRONZE NICKEL PLATED M4 MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M4,OWB04NP-M,FLAT WASHER BRASS NICKEL PLATED M4 MACHINE SHOP,
TERMINATION CONNECTION,BRASS NICKEL PLATED,M4,ONB04NP-M,HEXAGON FULL NUT BRASS NICKEL PLATED M4 MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M14,OSP1435-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M14 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M14,OSP1440-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M14 X 40MM MACHINE SHOP,6.5
TERMINATION CONNECTION,PHOSPHOR BRONZE,M14,OSP1450-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M14 X 50MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M14,OSP1460-M,HEXAGON HEAD SET SCREW PHOSPHOR BRONZE M14 X 60MM MACHINE SHOP,
TERMINATION CONNECTION,PHOSPHOR BRONZE,M14,OTP14-M,SPRING WASHER PHOSPHOR BRONZE M14 MACHINE SHOP,1.05
TERMINATION CONNECTION,PHOSPHOR BRONZE,M14,OWP14-M,FLAT WASHER PHOSPHOR BRONZE M14 MACHINE SHOP,1.4
TERMINATION CONNECTION,PHOSPHOR BRONZE,M14,ONP14-M,HEXAGON FULL NUT NAVAL BRASS PHOSPHOR BRONZE PLATED M14 - MACHINE SHOP,2.85098
TERMINATION CONNECTION,BRASS,M14,OSB1435-M,HEXAGON HEAD SET SCREW BRASS M14 X 35MM MACHINE SHOP,
TERMINATION CONNECTION,BRASS,M14,OSB1440-M,HEXAGON HEAD SET SCREW BRASS M14 X 40MM MACHINE SHOP,
